service_id,vehicle_id,service_date,component_replaced,cost,issue_type
S20091,V18770,2023-10-07,Brake Pad,5179.0,Overheating
S20092,V13155,2024-01-04,Brake Pad,11404.0,Leakage
S20093,V13548,2023-01-09,Battery,12600.0,Discharge
S20094,V17517,2023-10-28,Engine,11515.0,Leakage
S20095,V11293,2024-08-22,Transmission,9815.0,Discharge
S20096,V17284,2024-07-22,Engine,8837.0,Leakage
S20097,V10644,2023-11-25,Engine,3256.0,Wear & Tear
S20098,V19185,2023-05-05,AC,1137.0,Malfunction
S20099,V12869,2022-06-01,Engine,5461.0,Wear & Tear
S20100,V10917,2023-05-15,Battery,12951.0,Wear & Tear
S20101,V14677,2022-05-10,Battery,12621.0,Leakage
S20102,V15655,2024-01-29,AC,1062.0,Malfunction
S20103,V19157,2023-02-03,Brake Pad,13125.0,Malfunction
S20104,V16892,2022-08-25,AC,9458.0,Malfunction
S20105,V19299,2024-02-03,Battery,8306.0,Leakage
S20106,V13062,2024-09-06,Suspension,6286.0,Wear & Tear
S20107,V14069,2023-09-25,Suspension,7244.0,Malfunction
S20108,V17180,2022-03-26,Engine,4297.0,Leakage
S20109,V10938,2022-05-26,Transmission,8787.0,Overheating
S20110,V13388,2022-06-17,Brake Pad,13537.0,Discharge
S20111,V10541,2022-11-16,Brake Pad,8178.0,Discharge
S20112,V17127,2023-03-13,Brake Pad,1395.0,Wear & Tear
S20113,V19884,2024-02-05,Transmission,5618.0,Malfunction
S20114,V17679,2023-05-07,Engine,3469.0,Malfunction
S20115,V19153,2024-03-20,Transmission,14206.0,Leakage
S20116,V16702,2024-07-06,Transmission,10908.0,Wear & Tear
S20117,V10722,2023-01-29,Brake Pad,11409.0,Leakage
S20118,V19070,2024-04-11,AC,1841.0,Wear & Tear
S20119,V17723,2023-06-12,Engine,9543.0,Discharge
S20120,V13521,2023-01-03,AC,11341.0,Leakage
S20121,V12486,2022-04-20,AC,10071.0,Wear & Tear
S20122,V10876,2023-03-05,AC,9990.0,Leakage
S20123,V16227,2023-04-12,Suspension,7704.0,Overheating
S20124,V14668,2023-11-13,Suspension,5573.0,Wear & Tear
S20125,V13173,2022-05-11,Transmission,6121.0,Leakage
S20126,V10799,2022-06-27,Transmission,9451.0,Malfunction
S20127,V16814,2024-07-29,Engine,7304.0,Leakage
S20128,V11367,2024-01-19,Transmission,8177.0,Wear & Tear
S20129,V16118,2022-10-22,Engine,12856.0,Discharge
S20130,V11069,2022-05-06,Engine,1472.0,Wear & Tear
S20131,V18958,2022-03-05,Transmission,1782.0,Discharge
S20132,V12911,2022-07-15,Transmission,10505.0,Leakage
S20133,V14314,2023-05-20,Engine,3319.0,Leakage
S20134,V15642,2023-06-02,Brake Pad,8437.0,Malfunction
S20135,V13976,2022-07-27,Unknown,6324.0,Malfunction
S20136,V15336,2023-07-28,Transmission,11920.0,Leakage
S20137,V17830,2022-06-15,Battery,12072.0,Wear & Tear
S20138,V13595,2024-03-25,Engine,14459.0,Leakage
S20139,V15419,2023-12-02,AC,2658.0,Discharge
S20140,V12368,2024-04-11,Engine,3413.0,Discharge
S20141,V19723,2022-10-12,Suspension,2297.0,Malfunction
S20142,V17493,2024-06-19,Suspension,7892.0,Overheating
S20143,V15682,2022-02-13,AC,3461.0,Wear & Tear
S20144,V19255,2022-01-24,Suspension,8072.0,Discharge
S20145,V12305,2024-05-05,Engine,12737.0,Discharge
S20146,V11025,2024-06-21,Brake Pad,13594.0,Wear & Tear
S20147,V14174,2022-02-05,Battery,6800.0,Overheating
S20148,V17927,2024-06-20,Suspension,8278.0,Leakage
S20149,V11555,2023-10-23,AC,13430.0,Malfunction
S20150,V10010,2022-07-10,AC,4618.0,Malfunction
S20151,V12704,2022-07-22,Brake Pad,9139.0,Wear & Tear
S20152,V15690,2023-03-15,Engine,11328.0,Wear & Tear
S20153,V18654,2024-07-19,Brake Pad,9001.0,Wear & Tear
S20154,V19113,2024-08-11,AC,9166.0,Overheating
S20155,V12884,2024-01-01,Brake Pad,12615.0,Malfunction
S20156,V12548,2024-06-03,Battery,4766.0,Leakage
S20157,V18971,2022-08-19,Engine,4225.0,Discharge
S20158,V16118,2023-11-06,Engine,12254.0,Leakage
S20159,V19575,2023-10-02,Engine,1566.0,Malfunction
S20160,V17861,2022-03-16,Engine,1699.0,Discharge
S20161,V16158,2023-12-17,Suspension,13668.0,Overheating
S20162,V12092,2023-04-01,Engine,10891.0,Malfunction
S20163,V12360,2023-12-29,Transmission,14892.0,Malfunction
S20164,V13467,2022-02-13,Engine,4556.0,Malfunction
S20165,V13845,2024-03-05,Transmission,14175.0,Overheating
S20166,V12899,2024-01-11,Brake Pad,14249.0,Overheating
S20167,V16870,2023-02-23,Engine,6483.0,Leakage
S20168,V10092,2023-08-07,Suspension,2615.0,Leakage
S20169,V15414,2023-02-07,Engine,11523.0,Malfunction
S20170,V13011,2024-02-08,Suspension,6396.0,Malfunction
S20171,V17245,2023-05-07,Transmission,3801.0,Discharge
S20172,V15246,2022-03-23,Battery,11310.0,Malfunction
S20173,V16562,2022-09-25,Battery,7478.0,Wear & Tear
S20174,V16487,2022-08-18,Engine,13748.0,Malfunction
S20175,V16482,2023-04-28,AC,5055.0,Discharge
S20176,V19273,2023-12-14,Engine,13176.0,Overheating
S20177,V11974,2023-11-05,Transmission,4989.0,Overheating
S20178,V15074,2022-03-19,Brake Pad,6884.0,Leakage
S20179,V10397,2024-04-01,AC,9836.0,Overheating
S20180,V19785,2023-11-13,Brake Pad,5129.0,Leakage
S20181,V17628,2023-03-05,Unknown,1012.0,Wear & Tear
S20182,V19102,2023-01-22,AC,9713.0,Overheating
S20183,V16835,2022-02-26,Battery,6937.0,Discharge
S20184,V13589,2023-05-10,Transmission,2165.0,Discharge
S20185,V17887,2023-05-07,Brake Pad,11054.0,Overheating
S20186,V18384,2023-10-27,AC,9401.0,Malfunction
S20187,V19949,2022-03-29,Suspension,8827.0,Overheating
S20188,V13882,2024-03-22,Brake Pad,14375.0,Discharge
S20189,V16969,2023-02-17,Suspension,8246.0,Leakage
S20190,V12421,2022-09-27,Engine,3930.0,Overheating
S20191,V14117,2022-12-03,Transmission,8501.0,Wear & Tear
S20192,V14874,2023-09-11,AC,14838.0,Discharge
S20193,V17573,2024-06-04,AC,12186.0,Leakage
S20194,V19935,2023-06-08,Suspension,11717.0,Overheating
S20195,V12729,2023-07-16,AC,11977.0,Wear & Tear
S20196,V10738,2022-07-20,Battery,6240.0,Overheating
S20197,V11718,2023-10-14,Suspension,14955.0,Malfunction
S20198,V11069,2022-01-14,Transmission,13805.0,Leakage
S20199,V17233,2022-06-17,Brake Pad,2510.0,Malfunction
S20200,V10454,2022-11-07,Engine,6208.0,Overheating
S20201,V16966,2022-10-10,Engine,13893.0,Malfunction
S20202,V13564,2022-08-24,Suspension,7890.0,Leakage
S20203,V12691,2023-05-23,Suspension,6285.0,Discharge
S20204,V17116,2023-10-16,Suspension,14216.0,Malfunction
S20205,V19437,2023-08-19,AC,4563.0,Leakage
S20206,V19348,2022-01-18,Engine,4613.0,Wear & Tear
S20207,V13174,2023-11-18,Battery,7222.0,Wear & Tear
S20208,V11507,2023-11-09,Engine,1314.0,Leakage
S20209,V15616,2024-07-24,Battery,13455.0,Discharge
S20210,V17775,2022-03-22,Battery,8984.0,Wear & Tear
S20211,V18256,2023-01-13,Brake Pad,8655.0,Wear & Tear
S20212,V10519,2022-07-13,Brake Pad,4798.0,Overheating
S20213,V13783,2022-05-23,Battery,12240.0,Leakage
S20214,V18002,2024-09-20,AC,10577.0,Leakage
S20215,V10987,2022-03-22,AC,1973.0,Discharge
S20216,V11475,2022-12-01,Transmission,1651.0,Wear & Tear
S20217,V18269,2022-10-06,Brake Pad,5347.0,Malfunction
S20218,V14469,2023-02-24,Transmission,2993.0,Malfunction
S20219,V11539,2023-07-22,Suspension,2881.0,Wear & Tear
S20220,V18143,2024-07-11,Suspension,8805.0,Wear & Tear
S20221,V12193,2022-03-06,Engine,12882.0,Leakage
S20222,V16872,2023-10-27,Brake Pad,6976.0,Wear & Tear
S20223,V19839,2022-05-10,Transmission,9116.0,Leakage
S20224,V18932,2022-11-16,Brake Pad,3698.0,Discharge
S20225,V11160,2022-12-11,Transmission,0.0,Wear & Tear
S20226,V15633,2022-07-31,Suspension,2334.0,Malfunction
S20227,V12290,2023-09-05,Battery,4269.0,Wear & Tear
S20228,V17486,2022-08-27,AC,4953.0,Leakage
S20229,V18496,2023-11-03,Engine,11719.0,Wear & Tear
S20230,V16980,2024-08-02,Transmission,13327.0,Wear & Tear
S20231,V15938,2024-09-01,Transmission,11056.0,Discharge
S20232,V19958,2024-03-09,AC,10191.0,Discharge
S20233,V10693,2022-07-31,Brake Pad,12558.0,Discharge
S20234,V15047,2023-06-25,Suspension,12715.0,Malfunction
S20235,V18379,2023-03-10,Battery,6284.0,Malfunction
S20236,V10710,2023-08-09,Battery,9151.0,Discharge
S20237,V15039,2023-11-26,Suspension,12109.0,Overheating
S20238,V12076,2023-03-27,Suspension,7488.0,Malfunction
S20239,V14779,2023-04-10,AC,9207.0,Discharge
S20240,V18187,2023-02-26,Brake Pad,3159.0,Wear & Tear
S20241,V13032,2022-09-20,Suspension,13290.0,Overheating
S20242,V12742,2023-03-22,AC,9858.0,Malfunction
S20243,V19281,2024-05-06,Suspension,14010.0,Overheating
S20244,V16484,2022-01-12,Battery,11395.0,Leakage
S20245,V17544,2022-04-28,Battery,8522.0,Malfunction
S20246,V14605,2023-12-05,Transmission,10847.0,Leakage
S20247,V12255,2022-03-14,Engine,14090.0,Discharge
S20248,V18112,2024-06-07,Engine,7739.0,Malfunction
S20249,V17493,2022-03-08,Brake Pad,4625.0,Discharge
S20250,V15583,2022-06-23,Engine,10180.0,Wear & Tear
S20251,V11822,2022-08-25,Transmission,9696.0,Leakage
S20252,V19418,2023-06-25,Transmission,11794.0,Leakage
S20253,V14759,2023-09-20,Suspension,14887.0,Leakage
S20254,V10187,2024-02-15,Engine,2818.0,Leakage
S20255,V18491,2023-01-27,Transmission,8853.0,Discharge
S20256,V12801,2024-03-29,AC,5052.0,Discharge
S20257,V13108,2024-05-20,Battery,13934.0,Discharge
S20258,V18944,2023-05-16,Brake Pad,10811.0,Wear & Tear
S20259,V12186,2022-01-23,Transmission,7132.0,Malfunction
S20260,V19857,2023-11-23,Transmission,10332.0,Discharge
S20261,V16440,2023-01-07,Suspension,13472.0,Wear & Tear
S20262,V11494,2023-06-03,Brake Pad,7089.0,Overheating
S20263,V11816,2023-01-12,Battery,4188.0,Overheating
S20264,V18589,2023-11-10,Transmission,13243.0,Discharge
S20265,V18394,2023-10-11,Unknown,5923.0,Leakage
S20266,V15015,2023-08-18,Suspension,5251.0,Wear & Tear
S20267,V15746,2024-04-19,Battery,3963.0,Overheating
S20268,V18285,2024-05-13,AC,11977.0,Wear & Tear
S20269,V17831,2024-06-11,Engine,4347.0,Wear & Tear
S20270,V15897,2022-12-24,Engine,0.0,Wear & Tear
S20271,V11006,2024-01-28,Battery,14225.0,Overheating
S20272,V12096,2023-08-21,Engine,5073.0,Wear & Tear
S20273,V15296,2022-03-26,Suspension,7483.0,Overheating
S20274,V13749,2023-08-13,Transmission,12087.0,Malfunction
S20275,V14386,2022-10-05,Brake Pad,2036.0,Wear & Tear
S20276,V18977,2024-05-12,AC,0.0,Discharge
S20277,V13497,2023-11-28,AC,10338.0,Discharge
S20278,V15134,2024-04-11,Battery,11336.0,Leakage
S20279,V10322,2022-06-26,AC,2825.0,Discharge
S20280,V10674,2023-01-05,Transmission,11275.0,Leakage
S20281,V11831,2023-04-10,Suspension,1847.0,Wear & Tear
S20282,V14059,2024-01-01,AC,14023.0,Discharge
S20283,V19208,2022-09-01,Battery,3726.0,Wear & Tear
S20284,V13209,2022-05-23,AC,3032.0,Wear & Tear
S20285,V11859,2024-09-13,Brake Pad,10483.0,Wear & Tear
S20286,V12542,2022-05-20,Brake Pad,12056.0,Wear & Tear
S20287,V14940,2023-08-08,Battery,13494.0,Wear & Tear
S20288,V12683,2024-02-23,AC,5241.0,Malfunction
S20289,V10649,2024-05-29,Suspension,3265.0,Discharge
S20290,V10024,2023-03-03,Suspension,10157.0,Leakage
S20291,V11299,2022-11-19,Brake Pad,9898.0,Wear & Tear
S20292,V14795,2024-08-07,Brake Pad,11769.0,Overheating
S20293,V18924,2022-04-29,Engine,9402.0,Leakage
S20294,V13398,2024-08-04,Transmission,2807.0,Leakage
S20295,V12067,2023-11-23,Suspension,12727.0,Discharge
S20296,V19518,2022-04-24,Engine,4095.0,Overheating
S20297,V10792,2024-07-15,Engine,7024.0,Discharge
S20298,V14914,2022-03-09,Suspension,11596.0,Discharge
S20299,V18491,2022-08-26,Battery,3003.0,Discharge
S20300,V12746,2023-07-02,Battery,3989.0,Overheating
S20301,V19891,2022-12-05,Brake Pad,8973.0,Malfunction
S20302,V10448,2023-04-21,AC,1289.0,Discharge
S20303,V15410,2022-06-10,AC,13611.0,Overheating
S20304,V17994,2023-08-23,Brake Pad,13385.0,Malfunction
S20305,V12820,2024-03-22,Engine,1864.0,Malfunction
S20306,V15253,2024-09-21,Brake Pad,11273.0,Overheating
S20307,V14417,2023-10-10,Engine,1436.0,Malfunction
S20308,V18967,2023-12-30,Battery,9821.0,Malfunction
S20309,V19068,2023-07-12,Suspension,6598.0,Wear & Tear
S20310,V16985,2023-11-13,Engine,4969.0,Overheating
S20311,V18306,2022-09-13,Suspension,14448.0,Overheating
S20312,V11627,2024-05-28,Suspension,14542.0,Malfunction
S20313,V15766,2022-05-05,Engine,2403.0,Malfunction
S20314,V19204,2023-03-06,Battery,10889.0,Overheating
S20315,V10651,2023-08-18,Engine,9176.0,Malfunction
S20316,V13453,2023-04-09,Battery,3997.0,Wear & Tear
S20317,V16528,2023-10-15,Brake Pad,14252.0,Malfunction
S20318,V17882,2023-11-16,AC,1039.0,Discharge
S20319,V19759,2022-08-22,Suspension,4899.0,Overheating
S20320,V15288,2024-09-08,Brake Pad,13912.0,Leakage
S20321,V14200,2022-02-06,Transmission,1544.0,Malfunction
S20322,V11636,2023-09-03,Transmission,9631.0,Wear & Tear
S20323,V17342,2022-08-18,Suspension,10843.0,Wear & Tear
S20324,V19742,2024-05-07,AC,12652.0,Wear & Tear
S20325,V19788,2023-07-15,AC,3804.0,Discharge
S20326,V13644,2022-05-07,Suspension,13004.0,Leakage
S20327,V18620,2023-01-14,Brake Pad,1776.0,Leakage
S20328,V17655,2022-05-30,Engine,12305.0,Wear & Tear
S20329,V19472,2024-03-27,Brake Pad,2498.0,Wear & Tear
S20330,V12570,2022-07-17,Transmission,8233.0,Leakage
S20331,V12790,2023-06-08,AC,13300.0,Discharge
S20332,V17888,2022-08-10,Engine,13408.0,Leakage
S20333,V16971,2024-03-01,Brake Pad,6025.0,Overheating
S20334,V10808,2024-01-20,AC,11083.0,Wear & Tear
S20335,V16547,2023-05-06,Suspension,7732.0,Overheating
S20336,V10088,2022-01-15,Battery,13193.0,Overheating
S20337,V19776,2023-05-20,Battery,9629.0,Overheating
S20338,V11236,2022-01-31,AC,2745.0,Malfunction
S20339,V19835,2022-11-10,Brake Pad,11558.0,Malfunction
S20340,V19927,2022-08-09,Engine,3915.0,Discharge
S20341,V15839,2024-03-02,Battery,5352.0,Discharge
S20342,V19796,2022-01-06,Suspension,7519.0,Leakage
S20343,V17384,2023-12-21,AC,14363.0,Overheating
S20344,V12177,2023-10-04,Brake Pad,4266.0,Leakage
S20345,V17116,2024-05-18,AC,7818.0,Wear & Tear
S20346,V15892,2022-11-09,Unknown,8526.0,Discharge
S20347,V19013,2022-11-09,Brake Pad,8222.0,Wear & Tear
S20348,V18274,2023-07-31,Battery,1805.0,Discharge
S20349,V14164,2022-10-24,Suspension,9006.0,Overheating
S20350,V15107,2024-05-01,Transmission,1898.0,Malfunction
S20351,V14277,2022-10-10,AC,14099.0,Malfunction
S20352,V14701,2022-03-25,Battery,10260.0,Overheating
S20353,V18232,2023-10-16,Brake Pad,14083.0,Overheating
S20354,V10454,2022-08-30,AC,9646.0,Wear & Tear
S20355,V17169,2023-08-02,AC,4840.0,Malfunction
S20356,V10703,2022-04-11,Engine,2814.0,Malfunction
S20357,V18751,2023-09-14,Transmission,7072.0,Discharge
S20358,V19625,2022-12-29,Brake Pad,10283.0,Discharge
S20359,V11123,2022-10-28,Suspension,0.0,Malfunction
S20360,V15978,2022-05-02,Transmission,3467.0,Wear & Tear
S20361,V13531,2022-08-22,Transmission,14456.0,Wear & Tear
S20362,V16288,2023-06-14,Engine,4223.0,Malfunction
S20363,V12151,2022-12-27,Engine,6957.0,Leakage
S20364,V11565,2023-12-15,Suspension,8009.0,Malfunction
S20365,V18800,2024-07-03,Brake Pad,11073.0,Discharge
S20366,V19972,2023-03-12,AC,7334.0,Malfunction
S20367,V13104,2022-09-07,AC,12990.0,Overheating
S20368,V13482,2022-01-26,Brake Pad,13665.0,Leakage
S20369,V15615,2022-10-03,AC,8782.0,Malfunction
S20370,V13304,2023-08-13,Unknown,11996.0,Wear & Tear
S20371,V14972,2024-06-09,AC,8639.0,Overheating
S20372,V17024,2022-10-07,Battery,14675.0,Wear & Tear
S20373,V13569,2022-09-14,Brake Pad,4697.0,Wear & Tear
S20374,V13194,2022-10-08,AC,13589.0,Overheating
S20375,V19472,2023-04-27,Brake Pad,11298.0,Leakage
S20376,V16950,2022-10-20,Engine,2812.0,Leakage
S20377,V15378,2022-05-07,AC,3316.0,Discharge
S20378,V19678,2023-11-16,Battery,1350.0,Wear & Tear
S20379,V17683,2023-12-08,Brake Pad,5446.0,Wear & Tear
S20380,V12949,2023-03-13,Battery,9678.0,Leakage
S20381,V15743,2023-01-18,Engine,6162.0,Overheating
S20382,V10714,2023-12-16,AC,9170.0,Overheating
S20383,V18872,2022-02-11,Engine,6214.0,Discharge
S20384,V17615,2024-03-19,Transmission,6913.0,Leakage
S20385,V15987,2023-02-14,Suspension,8375.0,Wear & Tear
S20386,V18737,2022-04-13,Brake Pad,12709.0,Leakage
S20387,V15066,2022-11-02,Engine,11666.0,Wear & Tear
S20388,V17371,2023-11-08,Transmission,10866.0,Malfunction
S20389,V15067,2023-03-19,Transmission,8979.0,Discharge
S20390,V12069,2023-08-22,Engine,3100.0,Overheating
S20391,V14831,2022-03-16,AC,12494.0,Leakage
S20392,V13727,2022-10-30,AC,9100.0,Overheating
S20393,V14452,2024-03-09,Transmission,8719.0,Overheating
S20394,V19474,2022-07-07,Transmission,9362.0,Overheating
S20395,V14957,2024-03-25,Engine,9195.0,Overheating
S20396,V11804,2024-07-22,Brake Pad,1786.0,Overheating
S20397,V17496,2023-11-14,Brake Pad,2592.0,Discharge
S20398,V16979,2023-09-17,Battery,5237.0,Malfunction
S20399,V12703,2023-09-27,Brake Pad,12673.0,Malfunction
S20400,V19135,2022-09-21,Engine,8757.0,Overheating
S20401,V10582,2022-04-17,Brake Pad,9139.0,Malfunction
S20402,V19702,2023-09-26,AC,2198.0,Discharge
S20403,V11645,2024-01-26,Suspension,14950.0,Leakage
S20404,V16283,2023-12-17,Engine,1784.0,Malfunction
S20405,V13713,2022-03-12,Suspension,5720.0,Wear & Tear
S20406,V16007,2023-01-19,Engine,1224.0,Discharge
S20407,V15307,2024-04-10,AC,9778.0,Discharge
S20408,V19471,2023-03-15,Brake Pad,1921.0,Malfunction
S20409,V17131,2024-07-27,Brake Pad,6014.0,Overheating
S20410,V13841,2023-01-13,Battery,4032.0,Discharge
S20411,V10500,2022-05-09,AC,14943.0,Overheating
S20412,V14163,2023-09-30,Suspension,13347.0,Leakage
S20413,V10644,2024-08-10,Transmission,4640.0,Leakage
S20414,V16289,2024-04-27,Battery,4245.0,Leakage
S20415,V11626,2023-12-29,Suspension,11537.0,Malfunction
S20416,V10966,2024-08-27,Battery,8159.0,Overheating
S20417,V15039,2024-08-29,Engine,7649.0,Malfunction
S20418,V15643,2023-07-15,Unknown,12830.0,Malfunction
S20419,V11200,2022-08-24,Brake Pad,5492.0,Wear & Tear
S20420,V19981,2022-08-11,AC,3600.0,Leakage
S20421,V11799,2024-04-27,Transmission,5087.0,Malfunction
S20422,V12854,2022-09-12,Suspension,5411.0,Malfunction
S20423,V10565,2023-08-12,Battery,5676.0,Wear & Tear
S20424,V12809,2022-08-24,Battery,4446.0,Discharge
S20425,V18153,2022-09-04,Battery,7032.0,Leakage
S20426,V16089,2022-05-03,AC,4126.0,Wear & Tear
S20427,V19184,2024-03-10,AC,10901.0,Malfunction
S20428,V10009,2024-03-06,Transmission,6597.0,Wear & Tear
S20429,V14153,2022-10-06,Battery,10058.0,Discharge
S20430,V19571,2023-10-04,Transmission,2973.0,Overheating
S20431,V14223,2024-09-24,AC,13085.0,Malfunction
S20432,V11581,2023-07-01,Brake Pad,2775.0,Overheating
S20433,V13682,2022-05-13,Engine,14116.0,Discharge
S20434,V14645,2023-04-09,Transmission,0.0,Overheating
S20435,V13696,2023-02-05,Battery,13552.0,Overheating
S20436,V11857,2023-04-25,Engine,13974.0,Overheating
S20437,V16183,2022-05-17,Suspension,6571.0,Overheating
S20438,V10883,2024-05-09,AC,10037.0,Discharge
S20439,V10889,2022-06-16,Battery,2749.0,Overheating
S20440,V11926,2024-04-13,Engine,2101.0,Discharge
S20441,V19123,2022-01-01,Battery,7189.0,Wear & Tear
S20442,V13741,2023-05-17,Engine,4260.0,Leakage
S20443,V13299,2022-01-05,Battery,5219.0,Discharge
S20444,V14675,2022-03-17,AC,8877.0,Discharge
S20445,V10389,2024-08-13,Brake Pad,5020.0,Leakage
S20446,V10535,2022-08-25,Brake Pad,9732.0,Malfunction
S20447,V14158,2022-11-19,Battery,5612.0,Discharge
S20448,V16158,2024-09-16,AC,7643.0,Malfunction
S20449,V13286,2022-01-29,AC,14673.0,Wear & Tear
S20450,V19874,2023-10-26,Battery,3714.0,Wear & Tear
S20451,V14026,2024-06-26,Suspension,13241.0,Discharge
S20452,V19641,2022-12-21,Battery,4692.0,Wear & Tear
S20453,V10964,2024-01-14,AC,1953.0,Discharge
S20454,V18579,2023-07-06,AC,5029.0,Wear & Tear
S20455,V18874,2022-02-19,Battery,1428.0,Overheating
